Conversation_ID,Order,Speaker_ID,Line_ID,Text,AnimationTrigger,TargetCharacter_ID,AnimationClip,SneakersAnimationClip,SoundEffect,BeforeTextDelaySeconds
DAY1_LUNCH_MING,7,NAME_MING,DAY1_LUNCH_MING_08,끔찍해,,,,,,
DAY1_LUNCH_MING,8,NAME_PLAYER,DAY1_LUNCH_MING_09,그러게,,,,,,
DAY1_LUNCH_MING,9,NAME_PLAYER,DAY1_LUNCH_MING_10,어떻게 매일 매주 매달 매년이 이렇게,,,,,,
DAY1_LUNCH_MING,10,NAME_PLAYER,DAY1_LUNCH_MING_11,똑같을 수가 있지,,,,,,
DAY1_LUNCH_MING,11,NAME_PLAYER,DAY1_LUNCH_MING_12,우리는 언제쯤 맘 편히 놀 수 있는 걸까,,,,,,
DAY1_LUNCH_MING,12,NAME_PLAYER,DAY1_LUNCH_MING_13,방학도 있긴 하지만,,,,,,
DAY1_LUNCH_MING,13,NAME_PLAYER,DAY1_LUNCH_MING_14,방학은 놀기에 너무 덥고 춥단 말이지,,,,,,
DAY1_LUNCH_MING,14,NAME_PLAYER,DAY1_LUNCH_MING_15,나도 따뜻하고 시원할 때 놀고 싶다고,,,,,,
DAY1_LUNCH_MING,15,NAME_PLAYER,DAY1_LUNCH_MING_16,날씨 좋을 때,,,,,,
DAY1_LUNCH_MING,16,NAME_MING,DAY1_LUNCH_MING_17,로봇아..,,,,,,
DAY1_LUNCH_MING,17,NAME_MING,DAY1_LUNCH_MING_18,회사가면 방학도 없어,,,,,,
DAY1_LUNCH_MING,18,NAME_PLAYER,DAY1_LUNCH_MING_19,...,,,,,,
DAY1_LUNCH_MING,19,NAME_MING,DAY1_LUNCH_MING_20,*발,,,,,,
DAY1_LUNCH_MING,20,NAME_MING,DAY1_LUNCH_MING_21,암울하다,,,,,,
DAY1_LUNCH_MING,21,NAME_MING,DAY1_LUNCH_MING_22,잡았어?,,NAME_PLAYER,Player_D1_MING_01,,,3
DAY1_LUNCH_MING,22,NAME_PLAYER,DAY1_LUNCH_MING_23,짠!,,NAME_PLAYER,Player_D1_MING_02,,,1
DAY1_LUNCH_MING,23,NAME_MING,DAY1_LUNCH_MING_24,오~,,NAME_PLAYER,Player_D1_MING_03,,,3
DAY1_LUNCH_MING,24,NAME_MING,DAY1_LUNCH_MING_25,이제 눈 못 비비겠다,,,,,,
DAY1_LUNCH_MING,25,NAME_PLAYER,DAY1_LUNCH_MING_26,아.,,,,,,
,,,,,,,,,,
DAY1_LUNCH_PURPLE,1,NAME_PLAYER,DAY1_LUNCH_PURPLE_01,머해?,,,,,,
DAY1_LUNCH_PURPLE,2,NAME_NUREONG,DAY1_LUNCH_PURPLE_02,그게.. 좋아하는 가수가 신곡을 냈거든?,,,,,,
DAY1_LUNCH_PURPLE,3,NAME_NUREONG,DAY1_LUNCH_PURPLE_03,근데 그게 너무 좋아...,,NAME_NUREONG,NUREONG_Happy,,,
DAY1_LUNCH_PURPLE,4,NAME_NUREONG,DAY1_LUNCH_PURPLE_04,에헤헤...,,NAME_NUREONG,NUREONG_Happy,,,
DAY1_LUNCH_PURPLE,5,NAME_PURPLE,DAY1_LUNCH_PURPLE_05,로봇이는 좋아하는 가수? 있어?,,NAME_NUREONG,NUREONG_Happy,,,
DAY1_LUNCH_PURPLE,6,NAME_PLAYER,DAY1_LUNCH_PURPLE_06,좋아하는 밴드가 있는데,,NAME_NUREONG,NUREONG_Happy,,,
DAY1_LUNCH_PURPLE,7,NAME_PLAYER,DAY1_LUNCH_PURPLE_07,앨범 2개 내고 10년 전에 망했어..,,NAME_NUREONG|NAME_PLAYER,NUREONG_Happy|CharAmin_Boring,,,
DAY1_LUNCH_PURPLE,8,NAME_NUREONG,DAY1_LUNCH_PURPLE_08,헐..,,NAME_NUREONG|NAME_PLAYER,NUREONG_Shocked|CharAmin_Boring,,,
DAY1_LUNCH_PURPLE,9,NAME_NUREONG,DAY1_LUNCH_PURPLE_09,그건 좀 슬픈데...,,NAME_NUREONG|NAME_PLAYER,NUREONG_Shocked|CharAmin_Boring,,,
DAY1_LUNCH_PURPLE,10,NAME_PURPLE,DAY1_LUNCH_PURPLE_10,에이,,NAME_PLAYER,CharAmin_Boring,,,
DAY1_LUNCH_PURPLE,11,NAME_PURPLE,DAY1_LUNCH_PURPLE_11,아직 맴버 중에 죽은 사람 없잖아,,,,,,
DAY1_LUNCH_PURPLE,12,NAME_PURPLE,DAY1_LUNCH_PURPLE_12,범죄자도 없고,,,,,,
DAY1_LUNCH_PURPLE,13,NAME_PLAYER,DAY1_LUNCH_PURPLE_13,아직 거기까지 가진 않았지,,,,,,
DAY1_LUNCH_PURPLE,14,NAME_PURPLE,DAY1_LUNCH_PURPLE_14,그럼 희망 있어,,NAME_PURPLE,PURPLE_Smile,,,
DAY1_LUNCH_PURPLE,15,NAME_PURPLE,DAY1_LUNCH_PURPLE_15,갑자기 기적이 일어나서 재결합할 수도 있지,,NAME_PURPLE,PURPLE_Smile,,,
DAY1_LUNCH_PURPLE,16,NAME_PLAYER,DAY1_LUNCH_PURPLE_16,오,,NAME_PLAYER,CharAmin_Smile,,,
DAY1_LUNCH_PURPLE,17,NAME_PLAYER,DAY1_LUNCH_PURPLE_17,진짜네...?,,NAME_PLAYER,CharAmin_Smile,,,
DAY1_LUNCH_PURPLE,18,NAME_PLAYER,DAY1_LUNCH_PURPLE_18,"와, 그 말 되게 좋다",,NAME_PLAYER,CharAmin_Smile,,,
DAY1_LUNCH_PURPLE,19,NAME_PURPLE,DAY1_LUNCH_PURPLE_19,히히 그렇게 말해주신다면야 //><//,,NAME_PURPLE|NAME_PLAYER,PUEPLE_Exited|CharAmin_Smile,,,
,,,,,,,,,,
DAY1_LUNCH_PIGGY,1,NAME_PIGGY,DAY1_LUNCH_PIGGY_01,야야 셩 어제 경기 봤냐,,,,,,
DAY1_LUNCH_PIGGY,2,NAME_PIGGY,DAY1_LUNCH_PIGGY_02,솔직히 이번 우승은 맨시티다 아님?ㅋㅋ,,,,,,
DAY1_LUNCH_PIGGY,3,NAME_SYONG,DAY1_LUNCH_PIGGY_03,아ㅋㅋ 뭔 지랄이야,,,,,,
DAY1_LUNCH_PIGGY,4,NAME_SYONG,DAY1_LUNCH_PIGGY_04,리버풀이지,,,,,,
DAY1_LUNCH_PIGGY,5,NAME_PIGGY,DAY1_LUNCH_PIGGY_05,근데 어제 아스널한테 개털렸잖아ㅋ,,NAME_PIGGY,PIGGY_Boring,,,
DAY1_LUNCH_PIGGY,6,NAME_SYONG,DAY1_LUNCH_PIGGY_06,한 경기 갖고 개호들갑 존나 떠네,,,,,,
DAY1_LUNCH_PIGGY,7,NAME_SYONG,DAY1_LUNCH_PIGGY_07,넌 진짜 시즌 끝나고 보,,,,,,
DAY1_LUNCH_PIGGY,8,NAME_PIGGY,DAY1_LUNCH_PIGGY_08,그래봤자 맨시티가 쳐바름ㅅㄱ,,,,,,
DAY1_LUNCH_PIGGY,9,NAME_SYONG,DAY1_LUNCH_PIGGY_09,응 아니죠? 돈을 그렇게 부으면 리버풀은 넘사되죠?,,,,,,
DAY1_LUNCH_PIGGY,10,NAME_PIGGY,DAY1_LUNCH_PIGGY_10,ㅋㅋㅋㅋㅋ지랄ㅋㅋ,,NAME_PIGGY,PIGGY_Boring,,,
DAY1_LUNCH_PIGGY,11,NAME_PIGGY,DAY1_LUNCH_PIGGY_11,"아, 홀란드형 진짜 뽀뽀 마렵다",,NAME_PIGGY,PIGGY_Boring,,,
DAY1_LUNCH_PIGGY,12,NAME_SYONG,DAY1_LUNCH_PIGGY_12,홀란드형은 인정한다,,NAME_PIGGY,PIGGY_Boring,,,
DAY1_LUNCH_PIGGY,13,NAME_SYONG,DAY1_LUNCH_PIGGY_13,존나 귀여움,,NAME_PIGGY,PIGGY_Boring,,,
DAY1_LUNCH_PIGGY,14,NAME_PIGGY,DAY1_LUNCH_PIGGY_14,너 언제부터 거기 있었냐,,,,,,
DAY1_LUNCH_PIGGY,15,NAME_SYONG,DAY1_LUNCH_PIGGY_15,축구도 모르는 어린 애는 빠져,,,,,,
DAY1_LUNCH_PIGGY,16,NAME_PLAYER,DAY1_LUNCH_PIGGY_16,뭐라는 거야;;,,NAME_PLAYER,CharAmin_Neutral,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DAY1_CHAT_L,1,NAME_SYONG,DAY1_CHAT_L_01,나는 소드를 사랑한다고,,,,,,
DAY1_CHAT_L,2,NAME_SYONG,DAY1_CHAT_L_02,사랑한다,,,,,,
DAY1_CHAT_L,3,NAME_SYONG,DAY1_CHAT_L_03,너의 얼굴,,,,,,
DAY1_CHAT_L,4,NAME_SYONG,DAY1_CHAT_L_04,쪽,,,,,,
DAY1_CHAT_L,5,NAME_SYONG,DAY1_CHAT_L_05,너를 처음본순간분터,,,,,,
DAY1_CHAT_L,6,NAME_SYONG,DAY1_CHAT_L_06,너는 내꺼옇어,,,,,,
DAY1_CHAT_L,7,NAME_SYONG,DAY1_CHAT_L_07,사랑한다,,,,,,
DAY1_CHAT_L,8,NAME_SYONG,DAY1_CHAT_L_08,결혼식은 어디서,,,,,,
DAY1_CHAT_L,9,NAME_HWAN,DAY1_CHAT_L_09,...?,,,,,,
DAY1_CHAT_L,10,NAME_ADULT,DAY1_CHAT_L_10,결혼하면 사회 봐줌,,,,,,
DAY1_CHAT_L,11,NAME_PIGGY,DAY1_CHAT_L_11,으애ㅓㅓㅓㅓㅕ,,,,,,
DAY1_CHAT_L,12,NAME_PIGGY,DAY1_CHAT_L_12,난 맞짱이 까고 싶다,,,,,,
DAY1_CHAT_L,13,NAME_PIGGY,DAY1_CHAT_L_13,아무나 옥상으로 와라,,,,,,
DAY1_CHAT_L,14,NAME_PIGGY,DAY1_CHAT_L_14,엣큥!,,,,,,
DAY1_CHAT_L,15,NAME_ADULT,DAY1_CHAT_L_15,왜저래;;,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
D1_Class2,,,,,,,,,,
,,,,,,,,,,
D1_CLASS2_START,1,NAME_DIGITALART,D1_CLASS2_START_01,,,,,,,
D1_CLASS2_START,2,NAME_MINUM,D1_CLASS2_START_02,,,,,,,
D1_CLASS2_START,3,NAME_MINUM,D1_CLASS2_START_03,,,,,,,
D1_CLASS2_START,4,NAME_DIGITALART,D1_CLASS2_START_04,,,,,,,
D1_CLASS2_START,5,NAME_DIGITALART,D1_CLASS2_START_05,,,,,,,
D1_CLASS2_START,6,NAME_MINUM,D1_CLASS2_START_06,,,,,,,
D1_CLASS2_START,7,NAME_DIGITALART,D1_CLASS2_START_07,,,,,,,
D1_CLASS2_START,8,NAME_DIGITALART,D1_CLASS2_START_08,,,,,,,
,,,,,,,,,,
D1_CLASS2_END,1,NAME_DIGITALART,D1_CLASS2_END_01,,,,,,,
D1_CLASS2_END,2,NAME_DIGITALART,D1_CLASS2_END_02,,,,,,,
D1_CLASS2_END,3,NAME_DIGITALART,D1_CLASS2_END_03,,,,,,,
,,,,,,,,,,
D1_ClassEND,,,,,,,,,,
,,,,,,,,,,
DAY1_CLASSEND,1,NAME_HOMEROOM,DAY1_CLASSEND_01,,,,,,,
DAY1_CLASSEND,2,NAME_HOMEROOM,DAY1_CLASSEND_02,,,,,,,
DAY1_CLASSEND,3,NAME_HOMEROOM,DAY1_CLASSEND_03,,,,,,,
DAY1_CLASSEND,4,NAME_HOMEROOM,DAY1_CLASSEND_04,,,,,,,
DAY1_CLASSEND,5,NAME_HOMEROOM,DAY1_CLASSEND_05,,,,,,,
DAY1_CLASSEND,6,NAME_HOMEROOM,DAY1_CLASSEND_06,,,,,,,
DAY1_CLASSEND,7,NAME_HOMEROOM,DAY1_CLASSEND_07,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
D1_AfterSchool_A,,NAME_GONYONG,D1_AfterSchool_A_01,즐거운~ 영어 시간~,,,,,,
D1_AfterSchool_A,,NAME_AFTERSCHOOL_TEACHER,D1_AfterSchool_A_02,"Sure, it’s 4:30 now. ",,,,,,
D1_AfterSchool_A,,NAME_AFTERSCHOOL_TEACHER,D1_AfterSchool_A_03,Shall we get started?,,,,,,
D1_AfterSchool_A,,NAME_PLAYER,D1_AfterSchool_A_04,네~,,,,,,
D1_AfterSchool_A,,NAME_AFTERSCHOOL_TEACHER,D1_AfterSchool_A_05,"Okay, I’ll hand out the worksheets.",,,,,,
,,,,,,,,,,
D1_AfterSchool_B,,NAME_AFTERSCHOOL_TEACHER,D1_AfterSchool_B_01,That’s all for today. ,,,,,,
D1_AfterSchool_B,,NAME_AFTERSCHOOL_TEACHER,D1_AfterSchool_B_02,Have a good evening,,,,,,
D1_AfterSchool_B,,NAME_DABONG,D1_AfterSchool_B_03,해브 어 나이스 데이 티쳐!,,,,,,
D1_AfterSchool_B,,NAME_GONYONG,D1_AfterSchool_B_04,아이 러부 유!,,,,,,
D1_AfterSchool_B,,NAME_ENGLISH,D1_AfterSchool_B_05,얘들아,,,,,,
D1_AfterSchool_B,,NAME_ENGLISH,D1_AfterSchool_B_06,썜이 치킨버거 배달시켰거든?,,,,,,
D1_AfterSchool_B,,NAME_ENGLISH,D1_AfterSchool_B_07,하나 씩 가져가라 ,,,,,,
D1_AfterSchool_B,,NAME_DABONG,D1_AfterSchool_B_08,헉!!! 감사합니다!,,,,,,
D1_AfterSchool_B,,NAME_GONYONG,D1_AfterSchool_B_09,네~,,,,,,
D1_AfterSchool_B,,NAME_PLAYER,D1_AfterSchool_B_10,야호,,,,,,
,,,,,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_01,나이스~,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_02,치낀뻐꺼~,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_03,아 나 근데,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_04,오늘 아침에 엉덩이로 토하고 왔는데,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_05,버거 먹어도 괜찮을까,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_06,"뭐, 설사했다고?",,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_07,웅,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_08,그냥 먹어!,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_09,웅!,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_10,"아니, 설사가 엉덩이로 토하는 거면",,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_11,토는 입으로 똥싸는 거임?,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_12,"헐, 너 천재다.",,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_13,서울대 부재중 전화 +999,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_14,근데 토는 vomit이잖아. 설사는 영어로 뭘까?,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_15,Water poop?,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_16,님 천재임?,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_17,하버드 부재중 전화 +999,,,,,,
D1_AfterSchool_C,,NAME_DABONG,D1_AfterSchool_C_18,얘들아 너희 곧 성인이야..,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_19,그건 내 알바가 아니다 이거야~,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_20,빨리빨리빠리라ㅣ리 먹자!!,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_21,나 배고파!!,,,,,,
D1_AfterSchool_C,,NAME_DABONG,D1_AfterSchool_C_22,여기는 취식 금지라 미술실 가야 할 듯?,,,,,,
D1_AfterSchool_C,,NAME_DABONG,D1_AfterSchool_C_23,나는 자습실 내려가서 이력서 쓰려고..,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_24,아,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_25,그래,,,,,,
D1_AfterSchool_C,,NAME_GONYONG,D1_AfterSchool_C_26,그럼 내일 보자~,,,,,,
D1_AfterSchool_C,,NAME_PLAYER,D1_AfterSchool_C_27,빠이,,,,,,
,,,,,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_01,히히히히,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_02,기깔나게 먹어주지!,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_03,여기 있을 거 같더라,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_04,"오, ㅎㅇ",,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_05,문이 왜 이렇게 뻑뻑하냐,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_06,거기 좀 그래,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_07,우리 햄버거 받았다 부럽제~,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_08,ㅠㅠ우리는 짜장면 먹었는데,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_09,그것도 좀 부러운데,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_10,"어우, 피곤해",,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_11,집 가고 싶다. 근데 집 가는 것도 피곤해,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_12,얼마나 걸리길래,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_13,1시간 정도,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_14,영등포가 그렇게 먼가,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_15,역하고 집까지 거리가 좀 있어서,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_16,아,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_17,로봇 너는 어디 산다 했었지,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_18,나 중랑구,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_19,"아니, 중랑구 인 건 아는데",,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_20,중랑구 어디,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_21,중랑구가 얼마나 큰데,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_22,중랑구가 다 니 집이야?,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_23,응,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_24,그게 무슨 소리니 로봇로봇아...,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_25,중랑구가 다 쟤 나와바리잖아,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_26,아니 중랑구 어디사냐고오오오!!!,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_27,중랑구ㅋ,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_28,아오 저걸 그냥ㅠㅠㅠ,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_29,....?,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_30,"미친, 화이트데이다",,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_31,없는 척 해 죽은 척 ㄱㄱ,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_32,가셨나?,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_33,?,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_34,뭐고,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_35,내가 가볼게,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_36,아무도 없는데?,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_37,화이트데이도?,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_38,"어, 진짜 아무도 없는데",,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_39,그럼 누가 닫은 거임?,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_40,바람이겠지...,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_41,창문 닫혀있는데,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_42,그리고 문 엄청 뻑뻑한 거 알잖아,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_43,..무섭게 하지마ㅠㅠ,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_44,너 지금 나랑 같은 생각이지,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_45,귀신인가바!!,,,,,,
D1_AfterSchool_D,,NAME_GONYONG,D1_AfterSchool_D_46,야호!,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_47,아닐거야ㅠㅠㅠ,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_48,완전 대박,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_49,얘들아... 그냥 빨리 집 가자,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_50,쫄?,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_51,어,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_52,쫄,,,,,,
D1_AfterSchool_D,,NAME_SOWRD,D1_AfterSchool_D_53,존나 쫄!,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_54,ㅇㅋ,,,,,,
D1_AfterSchool_D,,NAME_PLAYER,D1_AfterSchool_D_55,빨리 먹을게,,,,,,
,,,,,,,,,,
D1_AfterSchool_E,1,NAME_PLAYER,D1_AfterSchool_E_01,(꺼억),,,,,,
D1_AfterSchool_E,2,NAME_GONYONG,D1_AfterSchool_E_02,우렁찬데~,,,,,,
D1_AfterSchool_E,3,NAME_PLAYER,D1_AfterSchool_E_03,너무 급하게 먹었나봐 ,,,,,,
D1_AfterSchool_E,4,NAME_PLAYER,D1_AfterSchool_E_04,그래도 맛있었어,,,,,,
D1_AfterSchool_E,5,NAME_GONYONG,D1_AfterSchool_E_05,방학 언제더라,,,,,,
D1_AfterSchool_E,6,NAME_PLAYER,D1_AfterSchool_E_06,"한, 3일 남았을 걸",,,,,,
D1_AfterSchool_E,7,NAME_SOWRD,D1_AfterSchool_E_07,나 다음 학기에 회사가서,,,,,,
D1_AfterSchool_E,8,NAME_SOWRD,D1_AfterSchool_E_08,너희 못 보는데,,,,,,
D1_AfterSchool_E,9,NAME_GONYONG,D1_AfterSchool_E_09,너 없으면 누구 괴롭히냐,,,,,,
D1_AfterSchool_E,10,NAME_PLAYER,D1_AfterSchool_E_10,너.무.슬.프.다.진.짜.ㅠ,,,,,,
D1_AfterSchool_E,11,NAME_GONYONG,D1_AfterSchool_E_11,돈 얼마 벌어?,,,,,,
D1_AfterSchool_E,12,NAME_SOWRD,D1_AfterSchool_E_12,실습생이라 달에 150 정도?,,,,,,
D1_AfterSchool_E,13,NAME_GONYONG,D1_AfterSchool_E_13,소드님 가난한 저희에게 자비를 배풀어주세요,,,,,,
D1_AfterSchool_E,14,NAME_PLAYER,D1_AfterSchool_E_14,소고기 사줘,,,,,,
D1_AfterSchool_E,15,NAME_SOWRD,D1_AfterSchool_E_15,토끼가 무슨 소고기야 풀이나 뜯어,,,,,,
D1_AfterSchool_E,16,NAME_PLAYER,D1_AfterSchool_E_16,힝,,,,,,
D1_AfterSchool_E,17,NAME_SOWRD,D1_AfterSchool_E_17,...,,,,,,
D1_AfterSchool_E,18,NAME_SOWRD,D1_AfterSchool_E_18,...회사 가서 잘 할 수 있을까,,,,,,
D1_AfterSchool_E,19,NAME_SOWRD,D1_AfterSchool_E_19,일 못해서 혼나면 어떡하지ㅠㅠ,,,,,,
D1_AfterSchool_E,20,NAME_PLAYER,D1_AfterSchool_E_20,이 말이 위로가 될 지는 모르겠는데,,,,,,
D1_AfterSchool_E,21,NAME_PLAYER,D1_AfterSchool_E_21,인간은 다 정신병자들이고,,,,,,
D1_AfterSchool_E,22,NAME_PLAYER,D1_AfterSchool_E_22,지구는 거대한 정신병동이야,,,,,,
D1_AfterSchool_E,23,NAME_GONYONG,D1_AfterSchool_E_23,맞는 말이지,,,,,,
D1_AfterSchool_E,24,NAME_SOWRD,D1_AfterSchool_E_24,말이 뭔가 이상한데,,,,,,
D1_AfterSchool_E,25,NAME_PLAYER,D1_AfterSchool_E_25,어차피 다들 인간이니까 부담갖지 말라고,,,,,,
D1_AfterSchool_E,26,NAME_GONYONG,D1_AfterSchool_E_26,그니까 걍,,,,,,
D1_AfterSchool_E,27,NAME_GONYONG,D1_AfterSchool_E_27,누구한테 혼났다고,,,,,,
D1_AfterSchool_E,28,NAME_GONYONG,D1_AfterSchool_E_28,괜히 주눅들지 말고,,,,,,
D1_AfterSchool_E,29,NAME_GONYONG,D1_AfterSchool_E_29,실수하면 다음부터 잘하면 되지 생각해,,,,,,
D1_AfterSchool_E,30,NAME_SOWRD,D1_AfterSchool_E_30,그래도 무서운 걸 어쩌라고오오오,,,,,,
D1_AfterSchool_E,31,NAME_SOWRD,D1_AfterSchool_E_31,*바알ㅠㅠㅠ,,,,,,
D1_AfterSchool_E,32,NAME_PLAYER,D1_AfterSchool_E_32,그럼 무서운 체로 살던가!,,,,,,
D1_AfterSchool_E,33,NAME_PLAYER,D1_AfterSchool_E_33,그리고 욕하지마!,,,,,,
D1_AfterSchool_E,34,NAME_PLAYER,D1_AfterSchool_E_34,확 씨!,,,,,,
D1_AfterSchool_E,35,NAME_GONYONG,D1_AfterSchool_E_35,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
