DAY3_CHAT_N_10,그,that,,
DAY3_CHAT_N_11,자유분방해 원래,It’s just... free spirited by nature.,,
DAY3_CHAT_N_12,자유분방 한건 ,What’s free spirited,,
DAY3_CHAT_N_13,네 얼굴,is your face.,,
DAY3_CHAT_N_14,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,LMAO,,
,,,,
DAY4_CHAT_M_01,[뉴스] 이번 목요일 지구에 달이 가려진다,,,
DAY4_CHAT_M_02,학교에 남아서 같이 볼 존재 구함,,,
DAY4_CHAT_M_03,저염,,,
,,,,
,,,,
,,,,
,,,,
,,,,
DAY4_CHAT_N_01,얘들아.. 폐동아리실 조심해..,,,
DAY4_CHAT_N_02,많은 일이 있었다..,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,잘 살아 있냐,"""Guys, You still alive?""",,
,얘들ㅇ,gu... ,,
,살암ㅅ,Sty.. aLive,,
,죽ㅇ릉,I..Wan dI...E,,
,ㅅㅂㄼ ㄹㅇㅁ,FxiNg baStaD,,
,ㅇㅅㅇ?,OvO?,,
,얘들아 잘살아 죽을래?,Guys. Stay Alive. I Wanna die?,,
,*발롬?,Fxcking Bastard?,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
DAY1_LUNCH_MING_01,안녕 밍아 ,,,
,너네 다음시간 뭐야?,,,
,체육.,,,
,하...,,,
,저런..,,,
,너무 끔찍하다니까..,,,
,난 윗몸일으키기 1개도 못한다고,,,
,이 몸 상태가 내 몸 최고 전성기 말이야?,,,
,그건 나도 못하긴 해,,,
,근데 어떡하지 진짜 망했네,,,
,"아, 갑자기 위기감 느껴져",,,
,이 몸으로 어떻게 80년을 버티지???,,,
,진심!,,,
,언젠간 2.3미터의 잘생긴 로봇으로,,,
,내 신체를 개조하겠어.,,,
,멋지다,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
DAY1_LUNCH_PURPLE_01,얘네 뭐 해?,,,
DAY1_LUNCH_PURPLE_02,그...있잖아 무슨,,,
DAY1_LUNCH_PURPLE_03,단추눈 공포게임?,,,
DAY1_LUNCH_PURPLE_04,아... 그거,,,
DAY1_LUNCH_PURPLE_05,밍아... 그거 맞어??,,,
DAY1_LUNCH_PURPLE_06,응 뉴비는 닥쳐,,,
DAY1_LUNCH_PURPLE_07,둘이 잘 노는구만,,,
DAY1_LUNCH_PURPLE_08,ㅎㅎ...,,,
